Target,Plate,Well,Cellv,Reads
PSMA2_sg1,P01-P01,R13-C04,0.0,2226
PSMA2_sg1,P01-P01,R13-C16,0.0,698
PSMA2_sg1,P01-P01,R13-C06,0.0,486
PSMA2_sg1,P01-P01,R13-C14,1.0,1597
PSMA2_sg1,P01-P01,R01-C22,0.0,3235
PSMA2_sg1,P01-P01,R01-C20,0.0,1030
PSMA2_sg1,P01-P01,R01-C24,1.0,3343
PSMA2_sg1,P01-P01,R01-C08,1.0,3832
PSMA2_sg1,P01-P01,R01-C18,0.0,783
PSMA2_sg1,P01-P01,R01-C12,0.0,158
PSMA2_sg1,P01-P01,R01-C02,1.0,6044
PSMA2_sg1,P01-P01,R01-C10,0.0,681
PSMA2_sg1,P01-P01,R01-C04,1.0,2447
PSMA2_sg1,P01-P01,R01-C16,0.0,1197
PSMA2_sg1,P01-P01,R01-C06,1.0,2754
PSMA2_sg1,P01-P01,R01-C14,0.0,3142
PSMA2_sg1,P01-P01,R03-C22,1.0,5640
PSMA2_sg1,P01-P01,R03-C20,0.0,887
PSMA2_sg1,P01-P01,R03-C24,0.0,2444
PSMA2_sg1,P01-P01,R03-C08,0.0,1040
PSMA2_sg1,P01-P01,R03-C18,0.0,663
PSMA2_sg1,P01-P01,R03-C12,1.0,151
PSMA2_sg1,P01-P01,R03-C02,0.0,2641
PSMA2_sg1,P01-P01,R03-C10,1.0,946
PSMA2_sg1,P01-P01,R03-C04,1.0,2235
PSMA2_sg1,P01-P01,R03-C16,1.0,6080
PSMA2_sg1,P01-P01,R03-C06,0.0,772
PSMA2_sg1,P01-P01,R03-C14,0.0,956
PSMA2_sg1,P01-P01,R15-C22,0.0,1245
PSMA2_sg1,P01-P01,R15-C20,1.0,1576
PSMA2_sg1,P01-P01,R15-C24,1.0,2592
PSMA2_sg1,P01-P01,R15-C08,1.0,1811
PSMA2_sg1,P01-P01,R15-C18,0.0,2019
PSMA2_sg1,P01-P01,R15-C12,0.0,108
PSMA2_sg1,P01-P01,R15-C02,0.0,1359
PSMA2_sg1,P01-P01,R15-C10,0.0,2227
PSMA2_sg1,P01-P01,R15-C04,0.0,577
PSMA2_sg1,P01-P01,R15-C16,0.0,671
PSMA2_sg1,P01-P01,R15-C06,0.0,1826
PSMA2_sg1,P01-P01,R15-C14,1.0,2076
PSMA2_sg1,P01-P01,R05-C22,1.0,4824
PSMA2_sg1,P01-P01,R05-C20,1.0,3010
PSMA2_sg1,P01-P01,R05-C24,0.0,1025
PSMA2_sg1,P01-P01,R05-C08,1.0,3141
PSMA2_sg1,P01-P01,R05-C18,1.0,4960
PSMA2_sg1,P01-P01,R05-C12,1.0,165
PSMA2_sg1,P01-P01,R05-C02,1.0,3182
PSMA2_sg1,P01-P01,R05-C10,1.0,1242
PSMA2_sg1,P01-P01,R05-C16,1.0,2888
PSMA2_sg1,P01-P01,R05-C06,1.0,2632
PSMA2_sg1,P01-P01,R05-C14,1.0,3573
PSMA2_sg1,P01-P01,R05-C04,0.0,744
PSMA2_sg1,P01-P01,R07-C22,1.0,5970
PSMA2_sg1,P01-P01,R07-C20,0.0,716
PSMA2_sg1,P01-P01,R07-C24,1.0,1487
PSMA2_sg1,P01-P01,R07-C08,1.0,2998
PSMA2_sg1,P01-P01,R07-C18,1.0,2029
PSMA2_sg1,P01-P01,R07-C12,0.0,110
PSMA2_sg1,P01-P01,R07-C02,0.0,925
PSMA2_sg1,P01-P01,R07-C10,0.0,475
PSMA2_sg1,P01-P01,R07-C04,1.0,1232
PSMA2_sg1,P01-P01,R07-C16,0.0,893
PSMA2_sg1,P01-P01,R07-C14,1.0,1675
PSMA2_sg1,P01-P01,R07-C06,1.0,1587
PSMA2_sg1,P01-P01,R11-C22,1.0,1862
PSMA2_sg1,P01-P01,R11-C20,1.0,1601
PSMA2_sg1,P01-P01,R11-C24,0.0,545
PSMA2_sg1,P01-P01,R11-C08,1.0,2872
PSMA2_sg1,P01-P01,R11-C18,1.0,432
PSMA2_sg1,P01-P01,R11-C12,1.0,85
PSMA2_sg1,P01-P01,R11-C02,0.0,1837
PSMA2_sg1,P01-P01,R11-C10,0.0,321
PSMA2_sg1,P01-P01,R11-C04,0.0,388
PSMA2_sg1,P01-P01,R11-C16,0.0,2056
PSMA2_sg1,P01-P01,R11-C06,0.0,450
PSMA2_sg1,P01-P01,R11-C14,1.0,2367
PSMA2_sg1,P01-P01,R09-C22,1.0,2859
PSMA2_sg1,P01-P01,R09-C20,1.0,2907
PSMA2_sg1,P01-P01,R09-C24,1.0,2165
PSMA2_sg1,P01-P01,R09-C08,1.0,1525
PSMA2_sg1,P01-P01,R09-C18,1.0,1401
PSMA2_sg1,P01-P01,R09-C12,1.0,103
PSMA2_sg1,P01-P01,R09-C02,1.0,2164
PSMA2_sg1,P01-P01,R09-C10,1.0,1165
PSMA2_sg1,P01-P01,R09-C04,1.0,1384
PSMA2_sg1,P01-P01,R09-C16,1.0,1864
PSMA2_sg1,P01-P01,R09-C06,1.0,1544
PSMA2_sg1,P01-P01,R09-C14,1.0,2073
PSMA2_sg1,P04-P04,R07-C22,1.0,12964
PSMA2_sg1,P04-P04,R07-C20,0.0,1534
PSMA2_sg1,P04-P04,R07-C24,1.0,3017
PSMA2_sg1,P04-P04,R07-C08,1.0,6269
PSMA2_sg1,P04-P04,R07-C18,1.0,4012
PSMA2_sg1,P04-P04,R07-C12,0.0,241
PSMA2_sg1,P04-P04,R07-C02,0.0,1946
PSMA2_sg1,P04-P04,R07-C10,0.0,932
PSMA2_sg1,P04-P04,R07-C04,1.0,2424
PSMA2_sg1,P04-P04,R07-C16,0.0,1991
PSMA2_sg1,P04-P04,R07-C06,1.0,3308
PSMA2_sg1,P04-P04,R07-C14,1.0,3749
PSMA2_sg1,P04-P04,R01-C22,0.0,6959
PSMA2_sg1,P04-P04,R01-C20,0.0,2192
PSMA2_sg1,P04-P04,R01-C24,1.0,6932
PSMA2_sg1,P04-P04,R01-C08,1.0,8039
PSMA2_sg1,P04-P04,R01-C18,0.0,1607
PSMA2_sg1,P04-P04,R01-C12,0.0,335
PSMA2_sg1,P04-P04,R01-C02,1.0,12735
PSMA2_sg1,P04-P04,R01-C10,0.0,1368
PSMA2_sg1,P04-P04,R01-C04,1.0,5211
PSMA2_sg1,P04-P04,R01-C16,0.0,2380
PSMA2_sg1,P04-P04,R01-C06,1.0,5867
PSMA2_sg1,P04-P04,R01-C14,0.0,6367
PSMA2_sg1,P04-P04,R03-C22,1.0,11484
PSMA2_sg1,P04-P04,R03-C20,0.0,1728
PSMA2_sg1,P04-P04,R03-C24,0.0,4714
PSMA2_sg1,P04-P04,R03-C08,0.0,2226
PSMA2_sg1,P04-P04,R03-C18,0.0,1273
PSMA2_sg1,P04-P04,R03-C12,1.0,246
PSMA2_sg1,P04-P04,R03-C02,0.0,5442
PSMA2_sg1,P04-P04,R03-C10,1.0,1874
PSMA2_sg1,P04-P04,R03-C04,1.0,4748
PSMA2_sg1,P04-P04,R03-C16,1.0,12279
PSMA2_sg1,P04-P04,R03-C06,0.0,1575
PSMA2_sg1,P04-P04,R03-C14,0.0,1977
PSMA2_sg1,P04-P04,R15-C22,0.0,2610
PSMA2_sg1,P04-P04,R15-C20,1.0,3390
PSMA2_sg1,P04-P04,R15-C24,1.0,5693
PSMA2_sg1,P04-P04,R15-C08,1.0,4018
PSMA2_sg1,P04-P04,R15-C18,0.0,3913
PSMA2_sg1,P04-P04,R15-C12,0.0,220
PSMA2_sg1,P04-P04,R15-C02,0.0,2819
PSMA2_sg1,P04-P04,R15-C10,0.0,4893
PSMA2_sg1,P04-P04,R15-C04,0.0,1228
PSMA2_sg1,P04-P04,R15-C16,0.0,1469
PSMA2_sg1,P04-P04,R15-C06,0.0,3848
PSMA2_sg1,P04-P04,R15-C14,1.0,4307
PSMA2_sg1,P04-P04,R05-C22,1.0,10380
PSMA2_sg1,P04-P04,R05-C20,1.0,6192
PSMA2_sg1,P04-P04,R05-C24,0.0,2146
PSMA2_sg1,P04-P04,R05-C08,1.0,6706
PSMA2_sg1,P04-P04,R05-C18,1.0,10056
PSMA2_sg1,P04-P04,R05-C12,1.0,342
PSMA2_sg1,P04-P04,R05-C02,1.0,6408
PSMA2_sg1,P04-P04,R05-C10,1.0,2713
PSMA2_sg1,P04-P04,R05-C04,0.0,1766
PSMA2_sg1,P04-P04,R05-C16,1.0,6473
PSMA2_sg1,P04-P04,R05-C06,1.0,5053
PSMA2_sg1,P04-P04,R05-C14,1.0,7755
PSMA2_sg1,P04-P04,R13-C22,1.0,6572
PSMA2_sg1,P04-P04,R13-C20,1.0,5393
PSMA2_sg1,P04-P04,R13-C24,0.0,1228
PSMA2_sg1,P04-P04,R13-C08,1.0,4743
PSMA2_sg1,P04-P04,R13-C18,0.0,968
PSMA2_sg1,P04-P04,R13-C12,0.0,189
PSMA2_sg1,P04-P04,R13-C02,1.0,2873
PSMA2_sg1,P04-P04,R13-C10,1.0,1922
PSMA2_sg1,P04-P04,R13-C04,0.0,4417
PSMA2_sg1,P04-P04,R13-C16,0.0,1319
PSMA2_sg1,P04-P04,R13-C06,0.0,995
PSMA2_sg1,P04-P04,R13-C14,1.0,3554
PSMA2_sg1,P04-P04,R11-C22,1.0,3878
PSMA2_sg1,P04-P04,R11-C20,1.0,3377
PSMA2_sg1,P04-P04,R11-C24,0.0,1134
PSMA2_sg1,P04-P04,R11-C08,1.0,6229
PSMA2_sg1,P04-P04,R11-C18,1.0,891
PSMA2_sg1,P04-P04,R11-C12,1.0,172
PSMA2_sg1,P04-P04,R11-C02,0.0,4024
PSMA2_sg1,P04-P04,R11-C10,0.0,694
PSMA2_sg1,P04-P04,R11-C04,0.0,893
PSMA2_sg1,P04-P04,R11-C16,0.0,4326
PSMA2_sg1,P04-P04,R11-C06,0.0,1018
PSMA2_sg1,P04-P04,R11-C14,1.0,5453
PSMA2_sg1,P04-P04,R09-C22,1.0,6027
PSMA2_sg1,P04-P04,R09-C20,1.0,6145
PSMA2_sg1,P04-P04,R09-C24,1.0,4598
PSMA2_sg1,P04-P04,R09-C08,1.0,3419
PSMA2_sg1,P04-P04,R09-C18,1.0,2847
PSMA2_sg1,P04-P04,R09-C12,1.0,213
PSMA2_sg1,P04-P04,R09-C02,1.0,4593
PSMA2_sg1,P04-P04,R09-C10,1.0,2425
PSMA2_sg1,P04-P04,R09-C04,1.0,2917
PSMA2_sg1,P04-P04,R09-C16,1.0,4252
PSMA2_sg1,P04-P04,R09-C06,1.0,3347
PSMA2_sg1,P04-P04,R09-C14,1.0,4535
PSMA2_sg1,P05-P05,R07-C22,1.0,7041
PSMA2_sg1,P05-P05,R07-C20,0.0,593
PSMA2_sg1,P05-P05,R07-C24,1.0,1612
PSMA2_sg1,P05-P05,R07-C08,1.0,3707
PSMA2_sg1,P05-P05,R07-C18,1.0,2414
PSMA2_sg1,P05-P05,R07-C12,0.0,90
PSMA2_sg1,P05-P05,R07-C02,0.0,841
PSMA2_sg1,P05-P05,R07-C10,0.0,412
PSMA2_sg1,P05-P05,R07-C04,1.0,1368
PSMA2_sg1,P05-P05,R07-C16,0.0,836
PSMA2_sg1,P05-P05,R07-C06,1.0,1831
PSMA2_sg1,P05-P05,R07-C14,1.0,2015
PSMA2_sg1,P05-P05,R13-C22,1.0,3675
PSMA2_sg1,P05-P05,R13-C20,1.0,2989
PSMA2_sg1,P05-P05,R13-C24,0.0,577
PSMA2_sg1,P05-P05,R13-C08,1.0,2746
PSMA2_sg1,P05-P05,R13-C18,0.0,510
PSMA2_sg1,P05-P05,R13-C12,0.0,78
PSMA2_sg1,P05-P05,R13-C02,1.0,1411
PSMA2_sg1,P05-P05,R13-C10,1.0,1094
PSMA2_sg1,P05-P05,R13-C04,0.0,2653
PSMA2_sg1,P05-P05,R13-C16,0.0,584
PSMA2_sg1,P05-P05,R13-C06,0.0,454
PSMA2_sg1,P05-P05,R13-C14,1.0,1995
PSMA2_sg1,P05-P05,R01-C22,0.0,3479
PSMA2_sg1,P05-P05,R01-C20,0.0,989
PSMA2_sg1,P05-P05,R01-C24,1.0,3942
PSMA2_sg1,P05-P05,R01-C08,1.0,4615
PSMA2_sg1,P05-P05,R01-C18,0.0,770
PSMA2_sg1,P05-P05,R01-C12,0.0,143
PSMA2_sg1,P05-P05,R01-C02,1.0,7758
PSMA2_sg1,P05-P05,R01-C10,0.0,530
PSMA2_sg1,P05-P05,R01-C04,1.0,2863
PSMA2_sg1,P05-P05,R01-C16,0.0,1021
PSMA2_sg1,P05-P05,R01-C06,1.0,3396
PSMA2_sg1,P05-P05,R01-C14,0.0,3712
PSMA2_sg1,P05-P05,R03-C22,1.0,6718
PSMA2_sg1,P05-P05,R03-C20,0.0,766
PSMA2_sg1,P05-P05,R03-C24,0.0,2611
PSMA2_sg1,P05-P05,R03-C08,0.0,1107
PSMA2_sg1,P05-P05,R03-C18,0.0,607
PSMA2_sg1,P05-P05,R03-C12,1.0,99
PSMA2_sg1,P05-P05,R03-C02,0.0,2819
PSMA2_sg1,P05-P05,R03-C10,1.0,990
PSMA2_sg1,P05-P05,R03-C04,1.0,2720
PSMA2_sg1,P05-P05,R03-C16,1.0,7585
PSMA2_sg1,P05-P05,R03-C06,0.0,738
PSMA2_sg1,P05-P05,R03-C14,0.0,886
PSMA2_sg1,P05-P05,R15-C22,0.0,1069
PSMA2_sg1,P05-P05,R15-C20,1.0,1811
PSMA2_sg1,P05-P05,R15-C24,1.0,3028
PSMA2_sg1,P05-P05,R15-C08,1.0,2189
PSMA2_sg1,P05-P05,R15-C18,0.0,2267
PSMA2_sg1,P05-P05,R15-C12,0.0,96
PSMA2_sg1,P05-P05,R15-C02,0.0,1454
PSMA2_sg1,P05-P05,R15-C10,0.0,2577
PSMA2_sg1,P05-P05,R15-C04,0.0,560
PSMA2_sg1,P05-P05,R15-C16,0.0,647
PSMA2_sg1,P05-P05,R15-C06,0.0,2239
PSMA2_sg1,P05-P05,R15-C14,1.0,2521
PSMA2_sg1,P05-P05,R05-C22,1.0,5806
PSMA2_sg1,P05-P05,R05-C20,1.0,3493
PSMA2_sg1,P05-P05,R05-C24,0.0,913
PSMA2_sg1,P05-P05,R05-C08,1.0,3683
PSMA2_sg1,P05-P05,R05-C18,1.0,5927
PSMA2_sg1,P05-P05,R05-C12,1.0,136
PSMA2_sg1,P05-P05,R05-C02,1.0,3253
PSMA2_sg1,P05-P05,R05-C10,1.0,1424
PSMA2_sg1,P05-P05,R05-C04,0.0,792
PSMA2_sg1,P05-P05,R05-C16,1.0,3286
PSMA2_sg1,P05-P05,R05-C06,1.0,2592
PSMA2_sg1,P05-P05,R05-C14,1.0,4266
PSMA2_sg1,P05-P05,R09-C22,1.0,3011
PSMA2_sg1,P05-P05,R09-C20,1.0,3287
PSMA2_sg1,P05-P05,R09-C24,1.0,2318
PSMA2_sg1,P05-P05,R09-C08,1.0,1574
PSMA2_sg1,P05-P05,R09-C18,1.0,1499
PSMA2_sg1,P05-P05,R09-C12,1.0,96
PSMA2_sg1,P05-P05,R09-C02,1.0,2272
PSMA2_sg1,P05-P05,R09-C10,1.0,1245
PSMA2_sg1,P05-P05,R09-C04,1.0,1475
PSMA2_sg1,P05-P05,R09-C16,1.0,2068
PSMA2_sg1,P05-P05,R09-C06,1.0,1683
PSMA2_sg1,P05-P05,R09-C14,1.0,2422
PSMA2_sg1,P05-P05,R11-C22,1.0,2032
PSMA2_sg1,P05-P05,R11-C20,1.0,1849
PSMA2_sg1,P05-P05,R11-C24,0.0,504
PSMA2_sg1,P05-P05,R11-C08,1.0,3604
PSMA2_sg1,P05-P05,R11-C18,1.0,403
PSMA2_sg1,P05-P05,R11-C12,1.0,87
PSMA2_sg1,P05-P05,R11-C02,0.0,2249
PSMA2_sg1,P05-P05,R11-C10,0.0,301
PSMA2_sg1,P05-P05,R11-C04,0.0,392
PSMA2_sg1,P05-P05,R11-C16,0.0,2355
PSMA2_sg1,P05-P05,R11-C06,0.0,449
PSMA2_sg1,P05-P05,R11-C14,1.0,2967
PSMA2_sg1,P06-P06,R01-C22,0.0,3076
PSMA2_sg1,P06-P06,R01-C20,0.0,1033
PSMA2_sg1,P06-P06,R01-C24,1.0,3149
PSMA2_sg1,P06-P06,R01-C08,1.0,4020
PSMA2_sg1,P06-P06,R01-C18,0.0,859
PSMA2_sg1,P06-P06,R01-C12,0.0,133
PSMA2_sg1,P06-P06,R01-C02,1.0,6326
PSMA2_sg1,P06-P06,R01-C10,0.0,563
PSMA2_sg1,P06-P06,R01-C04,1.0,2475
PSMA2_sg1,P06-P06,R01-C16,0.0,1138
PSMA2_sg1,P06-P06,R01-C06,1.0,2795
PSMA2_sg1,P06-P06,R01-C14,0.0,3014
PSMA2_sg1,P06-P06,R03-C22,1.0,5699
PSMA2_sg1,P06-P06,R03-C20,0.0,812
PSMA2_sg1,P06-P06,R03-C24,0.0,2166
PSMA2_sg1,P06-P06,R03-C08,0.0,1130
PSMA2_sg1,P06-P06,R03-C18,0.0,672
PSMA2_sg1,P06-P06,R03-C12,1.0,107
PSMA2_sg1,P06-P06,R03-C02,0.0,2500
PSMA2_sg1,P06-P06,R03-C10,1.0,812
PSMA2_sg1,P06-P06,R03-C04,1.0,2253
PSMA2_sg1,P06-P06,R03-C16,1.0,6365
PSMA2_sg1,P06-P06,R03-C06,0.0,700
PSMA2_sg1,P06-P06,R03-C14,0.0,866
PSMA2_sg1,P06-P06,R15-C22,0.0,1149
PSMA2_sg1,P06-P06,R15-C20,1.0,1629
PSMA2_sg1,P06-P06,R15-C24,1.0,2507
PSMA2_sg1,P06-P06,R15-C08,1.0,1803
PSMA2_sg1,P06-P06,R15-C18,0.0,1893
PSMA2_sg1,P06-P06,R15-C12,0.0,87
PSMA2_sg1,P06-P06,R15-C02,0.0,1341
PSMA2_sg1,P06-P06,R15-C10,0.0,2051
PSMA2_sg1,P06-P06,R15-C04,0.0,569
PSMA2_sg1,P06-P06,R15-C16,0.0,673
PSMA2_sg1,P06-P06,R15-C06,0.0,1837
PSMA2_sg1,P06-P06,R15-C14,1.0,2015
PSMA2_sg1,P06-P06,R05-C22,1.0,4983
PSMA2_sg1,P06-P06,R05-C20,1.0,2965
PSMA2_sg1,P06-P06,R05-C24,0.0,897
PSMA2_sg1,P06-P06,R05-C08,1.0,3092
PSMA2_sg1,P06-P06,R05-C18,1.0,4727
PSMA2_sg1,P06-P06,R05-C12,1.0,147
PSMA2_sg1,P06-P06,R05-C02,1.0,2782
PSMA2_sg1,P06-P06,R05-C10,1.0,1237
PSMA2_sg1,P06-P06,R05-C04,0.0,735
PSMA2_sg1,P06-P06,R05-C16,1.0,2933
PSMA2_sg1,P06-P06,R05-C06,1.0,2224
PSMA2_sg1,P06-P06,R05-C14,1.0,3439
PSMA2_sg1,P06-P06,R13-C22,1.0,3203
PSMA2_sg1,P06-P06,R13-C20,1.0,2477
PSMA2_sg1,P06-P06,R13-C24,0.0,536
PSMA2_sg1,P06-P06,R13-C08,1.0,2281
PSMA2_sg1,P06-P06,R13-C18,0.0,475
PSMA2_sg1,P06-P06,R13-C12,0.0,73
PSMA2_sg1,P06-P06,R13-C02,1.0,1392
PSMA2_sg1,P06-P06,R13-C10,1.0,974
PSMA2_sg1,P06-P06,R13-C04,0.0,2193
PSMA2_sg1,P06-P06,R13-C16,0.0,661
PSMA2_sg1,P06-P06,R13-C06,0.0,487
PSMA2_sg1,P06-P06,R13-C14,1.0,1595
PSMA2_sg1,P06-P06,R07-C22,1.0,5835
PSMA2_sg1,P06-P06,R07-C20,0.0,685
PSMA2_sg1,P06-P06,R07-C24,1.0,1389
PSMA2_sg1,P06-P06,R07-C08,1.0,3080
PSMA2_sg1,P06-P06,R07-C18,1.0,2096
PSMA2_sg1,P06-P06,R07-C12,0.0,97
PSMA2_sg1,P06-P06,R07-C02,0.0,918
PSMA2_sg1,P06-P06,R07-C10,0.0,423
PSMA2_sg1,P06-P06,R07-C04,1.0,1181
PSMA2_sg1,P06-P06,R07-C16,0.0,889
PSMA2_sg1,P06-P06,R07-C06,1.0,1563
PSMA2_sg1,P06-P06,R07-C14,1.0,1789
PSMA2_sg1,P06-P06,R11-C22,1.0,1788
PSMA2_sg1,P06-P06,R11-C20,1.0,1578
PSMA2_sg1,P06-P06,R11-C24,0.0,471
PSMA2_sg1,P06-P06,R11-C08,1.0,3018
PSMA2_sg1,P06-P06,R11-C18,1.0,435
PSMA2_sg1,P06-P06,R11-C12,1.0,85
PSMA2_sg1,P06-P06,R11-C02,0.0,1850
PSMA2_sg1,P06-P06,R11-C10,0.0,311
PSMA2_sg1,P06-P06,R11-C04,0.0,446
PSMA2_sg1,P06-P06,R11-C16,0.0,1951
PSMA2_sg1,P06-P06,R11-C06,0.0,427
PSMA2_sg1,P06-P06,R11-C14,1.0,2390
PSMA2_sg1,P06-P06,R09-C22,1.0,2843
PSMA2_sg1,P06-P06,R09-C20,1.0,2990
PSMA2_sg1,P06-P06,R09-C24,1.0,1993
PSMA2_sg1,P06-P06,R09-C08,1.0,1570
PSMA2_sg1,P06-P06,R09-C18,1.0,1355
PSMA2_sg1,P06-P06,R09-C12,1.0,102
PSMA2_sg1,P06-P06,R09-C02,1.0,2154
PSMA2_sg1,P06-P06,R09-C10,1.0,1113
PSMA2_sg1,P06-P06,R09-C04,1.0,1392
PSMA2_sg1,P06-P06,R09-C16,1.0,1982
PSMA2_sg1,P06-P06,R09-C06,1.0,1595
PSMA2_sg1,P06-P06,R09-C14,1.0,2174
PSMA2_sg1,P07-P07,R01-C22,0.0,3082
PSMA2_sg1,P07-P07,R01-C20,0.0,1018
PSMA2_sg1,P07-P07,R01-C24,1.0,3383
PSMA2_sg1,P07-P07,R01-C08,1.0,4007
PSMA2_sg1,P07-P07,R01-C18,0.0,787
PSMA2_sg1,P07-P07,R01-C12,0.0,152
PSMA2_sg1,P07-P07,R01-C02,1.0,6415
PSMA2_sg1,P07-P07,R01-C10,0.0,616
PSMA2_sg1,P07-P07,R01-C04,1.0,2498
PSMA2_sg1,P07-P07,R01-C16,0.0,1112
PSMA2_sg1,P07-P07,R01-C06,1.0,2955
PSMA2_sg1,P07-P07,R01-C14,0.0,2976
PSMA2_sg1,P07-P07,R03-C22,1.0,5698
PSMA2_sg1,P07-P07,R03-C20,0.0,799
PSMA2_sg1,P07-P07,R03-C24,0.0,2237
PSMA2_sg1,P07-P07,R03-C08,0.0,1095
PSMA2_sg1,P07-P07,R03-C18,0.0,675
PSMA2_sg1,P07-P07,R03-C12,1.0,105
PSMA2_sg1,P07-P07,R03-C02,0.0,2502
PSMA2_sg1,P07-P07,R03-C10,1.0,847
PSMA2_sg1,P07-P07,R03-C04,1.0,2308
PSMA2_sg1,P07-P07,R03-C16,1.0,6166
PSMA2_sg1,P07-P07,R03-C06,0.0,729
PSMA2_sg1,P07-P07,R03-C14,0.0,879
PSMA2_sg1,P07-P07,R15-C22,0.0,1096
PSMA2_sg1,P07-P07,R15-C20,1.0,1621
PSMA2_sg1,P07-P07,R15-C24,1.0,2449
PSMA2_sg1,P07-P07,R15-C08,1.0,1818
PSMA2_sg1,P07-P07,R15-C18,0.0,1965
PSMA2_sg1,P07-P07,R15-C12,0.0,94
PSMA2_sg1,P07-P07,R15-C02,0.0,1305
PSMA2_sg1,P07-P07,R15-C10,0.0,2113
PSMA2_sg1,P07-P07,R15-C04,0.0,506
PSMA2_sg1,P07-P07,R15-C16,0.0,644
PSMA2_sg1,P07-P07,R15-C06,0.0,1878
PSMA2_sg1,P07-P07,R15-C14,1.0,2109
PSMA2_sg1,P07-P07,R05-C22,1.0,4959
PSMA2_sg1,P07-P07,R05-C20,1.0,2920
PSMA2_sg1,P07-P07,R05-C24,0.0,977
PSMA2_sg1,P07-P07,R05-C08,1.0,3180
PSMA2_sg1,P07-P07,R05-C18,1.0,4814
PSMA2_sg1,P07-P07,R05-C12,1.0,140
PSMA2_sg1,P07-P07,R05-C02,1.0,2880
PSMA2_sg1,P07-P07,R05-C10,1.0,1256
PSMA2_sg1,P07-P07,R05-C04,0.0,773
PSMA2_sg1,P07-P07,R05-C16,1.0,2719
PSMA2_sg1,P07-P07,R05-C06,1.0,2282
PSMA2_sg1,P07-P07,R05-C14,1.0,3583
PSMA2_sg1,P07-P07,R13-C22,1.0,3289
PSMA2_sg1,P07-P07,R13-C20,1.0,2550
PSMA2_sg1,P07-P07,R13-C24,0.0,576
PSMA2_sg1,P07-P07,R13-C08,1.0,2258
PSMA2_sg1,P07-P07,R13-C18,0.0,472
PSMA2_sg1,P07-P07,R13-C12,0.0,71
PSMA2_sg1,P07-P07,R13-C02,1.0,1392
PSMA2_sg1,P07-P07,R13-C10,1.0,940
PSMA2_sg1,P07-P07,R13-C16,0.0,611
PSMA2_sg1,P07-P07,R13-C06,0.0,497
PSMA2_sg1,P07-P07,R13-C14,1.0,1707
PSMA2_sg1,P07-P07,R13-C04,0.0,2176
PSMA2_sg1,P07-P07,R07-C22,1.0,5781
PSMA2_sg1,P07-P07,R07-C20,0.0,674
PSMA2_sg1,P07-P07,R07-C24,1.0,1424
PSMA2_sg1,P07-P07,R07-C08,1.0,3186
PSMA2_sg1,P07-P07,R07-C18,1.0,2121
PSMA2_sg1,P07-P07,R07-C12,0.0,100
PSMA2_sg1,P07-P07,R07-C02,0.0,878
PSMA2_sg1,P07-P07,R07-C10,0.0,372
PSMA2_sg1,P07-P07,R07-C04,1.0,1195
PSMA2_sg1,P07-P07,R07-C16,0.0,941
PSMA2_sg1,P07-P07,R07-C06,1.0,1598
PSMA2_sg1,P07-P07,R07-C14,1.0,1793
PSMA2_sg1,P07-P07,R11-C22,1.0,1753
PSMA2_sg1,P07-P07,R11-C20,1.0,1582
PSMA2_sg1,P07-P07,R11-C24,0.0,417
PSMA2_sg1,P07-P07,R11-C08,1.0,3004
PSMA2_sg1,P07-P07,R11-C18,1.0,422
PSMA2_sg1,P07-P07,R11-C12,1.0,89
PSMA2_sg1,P07-P07,R11-C02,0.0,1942
PSMA2_sg1,P07-P07,R11-C10,0.0,325
PSMA2_sg1,P07-P07,R11-C04,0.0,412
PSMA2_sg1,P07-P07,R11-C16,0.0,1948
PSMA2_sg1,P07-P07,R11-C06,0.0,457
PSMA2_sg1,P07-P07,R11-C14,1.0,2432
PSMA2_sg1,P07-P07,R09-C22,1.0,2984
PSMA2_sg1,P07-P07,R09-C20,1.0,3140
PSMA2_sg1,P07-P07,R09-C24,1.0,2068
PSMA2_sg1,P07-P07,R09-C08,1.0,1620
PSMA2_sg1,P07-P07,R09-C18,1.0,1504
PSMA2_sg1,P07-P07,R09-C12,1.0,120
PSMA2_sg1,P07-P07,R09-C02,1.0,2374
PSMA2_sg1,P07-P07,R09-C10,1.0,1161
PSMA2_sg1,P07-P07,R09-C04,1.0,1452
PSMA2_sg1,P07-P07,R09-C16,1.0,1998
PSMA2_sg1,P07-P07,R09-C06,1.0,1682
PSMA2_sg1,P07-P07,R09-C14,1.0,2210
PSMA2_sg4,P01-P01,R07-C22,1.0,6106
PSMA2_sg4,P01-P01,R07-C20,0.0,1087
PSMA2_sg4,P01-P01,R07-C24,1.0,2958
PSMA2_sg4,P01-P01,R07-C08,0.0,943
PSMA2_sg4,P01-P01,R07-C18,0.0,1055
PSMA2_sg4,P01-P01,R07-C12,1.0,2154
PSMA2_sg4,P01-P01,R07-C02,1.0,2920
PSMA2_sg4,P01-P01,R07-C10,0.0,1019
PSMA2_sg4,P01-P01,R07-C04,1.0,3699
PSMA2_sg4,P01-P01,R07-C16,1.0,3396
PSMA2_sg4,P01-P01,R07-C06,0.0,1199
PSMA2_sg4,P01-P01,R07-C14,1.0,3126
PSMA2_sg4,P01-P01,R01-C22,1.0,3123
PSMA2_sg4,P01-P01,R01-C20,1.0,3352
PSMA2_sg4,P01-P01,R01-C24,1.0,3242
